Provinsi,KodeKabKot,Y,X1,X2,X3,X4,X5,X6,Z1,Z2,Z3,Z4
11,1101,0,1,27,0,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,38,0,0,1,0,1.077,15.075,26.919,390.869
11,1101,1,1,39,0,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,0,36,0,0,0,1,1.077,15.075,26.919,390.869
11,1101,0,0,32,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,32,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,0,27,0,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,36,1,0,0,0,1.077,15.075,26.919,390.869
11,1101,1,1,20,0,1,1,0,1.077,15.075,26.919,390.869
11,1101,0,1,28,1,0,1,0,1.077,15.075,26.919,390.869
11,1101,0,1,27,0,1,1,1,1.077,15.075,26.919,390.869
11,1101,0,0,36,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,0,33,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,23,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,32,1,0,1,0,1.077,15.075,26.919,390.869
11,1101,0,1,21,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,0,31,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,0,26,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,24,0,0,1,1,1.077,15.075,26.919,390.869
11,1101,1,1,27,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,19,0,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,41,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,1,1,36,0,0,1,0,1.077,15.075,26.919,390.869
11,1101,0,1,36,0,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,25,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,33,1,0,1,0,1.077,15.075,26.919,390.869
11,1101,1,1,34,0,0,1,0,1.077,15.075,26.919,390.869
11,1101,0,1,32,1,1,1,1,1.077,15.075,26.919,390.869
11,1101,0,0,44,1,1,0,1,1.077,15.075,26.919,390.869
11,1101,0,0,32,1,1,1,1,1.077,15.075,26.919,390.869
11,1101,1,1,29,1,1,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,25,1,0,1,1,1.077,15.075,26.919,390.869
11,1101,0,1,41,0,0,1,1,1.077,15.075,26.919,390.869
11,1101,1,1,27,1,1,1,1,1.077,15.075,26.919,390.869
11,1101,1,1,30,1,0,1,0,1.077,15.075,26.919,390.869
11,1101,0,1,25,0,1,1,0,1.077,15.075,26.919,390.869
11,1102,0,1,33,1,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,28,0,0,0,0,0.790,9.485,34.780,271.125
11,1102,1,0,23,1,0,0,1,0.790,9.485,34.780,271.125
11,1102,1,1,23,1,0,1,1,0.790,9.485,34.780,271.125
11,1102,1,1,30,1,1,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,34,0,1,1,1,0.790,9.485,34.780,271.125
11,1102,0,0,24,1,0,0,1,0.790,9.485,34.780,271.125
11,1102,0,0,20,0,0,0,1,0.790,9.485,34.780,271.125
11,1102,0,1,32,1,0,1,1,0.790,9.485,34.780,271.125
11,1102,1,1,37,1,1,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,25,0,0,1,0,0.790,9.485,34.780,271.125
11,1102,0,1,30,0,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,34,1,1,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,31,0,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,36,0,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,21,1,1,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,34,1,1,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,25,1,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,0,40,0,1,1,1,0.790,9.485,34.780,271.125
11,1102,1,1,29,0,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,30,1,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,31,0,0,0,1,0.790,9.485,34.780,271.125
11,1102,0,0,29,1,1,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,31,1,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,38,0,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,22,1,0,0,1,0.790,9.485,34.780,271.125
11,1102,0,1,28,0,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,0,25,1,1,1,1,0.790,9.485,34.780,271.125
11,1102,0,0,26,1,1,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,28,1,1,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,30,1,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,29,0,0,0,1,0.790,9.485,34.780,271.125
11,1102,0,1,39,0,1,0,1,0.790,9.485,34.780,271.125
11,1102,0,0,25,1,0,1,0,0.790,9.485,34.780,271.125
11,1102,0,1,28,1,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,1,23,0,0,0,1,0.790,9.485,34.780,271.125
11,1102,0,1,29,0,0,0,1,0.790,9.485,34.780,271.125
11,1102,0,1,32,1,0,0,1,0.790,9.485,34.780,271.125
11,1102,0,1,20,0,0,1,1,0.790,9.485,34.780,271.125
11,1102,0,0,25,0,0,0,1,0.790,9.485,34.780,271.125
11,1102,0,1,23,1,0,1,0,0.790,9.485,34.780,271.125
11,1102,0,1,31,1,0,0,0,0.790,9.485,34.780,271.125
11,1102,0,1,29,1,0,1,1,0.790,9.485,34.780,271.125
11,1103,0,1,26,1,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,32,1,1,0,1,0.430,12.908,34.422,299.471
11,1103,0,1,29,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,38,0,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,32,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,41,0,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,27,1,0,1,0,0.430,12.908,34.422,299.471
11,1103,1,1,41,1,1,0,1,0.430,12.908,34.422,299.471
11,1103,1,1,29,1,1,1,1,0.430,12.908,34.422,299.471
11,1103,1,1,33,0,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,29,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,31,0,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,39,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,25,0,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,0,40,0,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,0,27,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,39,0,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,39,0,0,1,0,0.430,12.908,34.422,299.471
11,1103,0,1,29,0,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,26,0,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,33,1,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,34,0,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,29,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,29,1,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,40,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,32,0,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,31,0,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,35,0,1,1,1,0.430,12.908,34.422,299.471
11,1103,1,1,37,0,1,1,1,0.430,12.908,34.422,299.471
11,1103,1,1,34,0,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,38,0,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,37,0,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,19,0,1,0,1,0.430,12.908,34.422,299.471
11,1103,0,1,30,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,1,1,35,0,0,1,1,0.430,12.908,34.422,299.471
11,1103,1,1,22,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,36,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,42,1,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,30,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,1,1,33,0,1,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,30,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,34,0,0,1,1,0.430,12.908,34.422,299.471
11,1103,0,1,27,1,0,1,1,0.430,12.908,34.422,299.471
11,1103,1,0,33,1,0,1,1,0.430,12.908,34.422,299.471
11,1104,0,1,39,1,1,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,29,1,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,0,24,0,0,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,25,1,0,1,1,1.358,10.414,32.600,225.482
11,1104,1,1,30,1,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,38,1,1,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,39,0,1,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,30,0,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,35,1,0,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,20,1,0,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,19,1,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,25,0,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,21,1,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,19,1,0,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,31,1,0,1,1,1.358,10.414,32.600,225.482
11,1104,0,0,42,0,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,24,0,1,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,35,0,1,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,30,1,0,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,40,0,0,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,35,1,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,26,1,1,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,26,0,0,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,34,1,0,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,35,0,1,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,33,1,0,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,21,0,0,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,41,1,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,36,1,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,28,1,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,0,42,0,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,0,22,0,0,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,24,1,0,0,1,1.358,10.414,32.600,225.482
11,1104,0,1,27,0,0,0,0,1.358,10.414,32.600,225.482
11,1104,0,1,36,1,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,33,1,1,1,1,1.358,10.414,32.600,225.482
11,1104,0,1,35,0,0,0,1,1.358,10.414,32.600,225.482
11,1105,0,1,29,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,40,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,32,1,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,0,30,0,1,1,0,0.710,7.576,21.307,230.824
11,1105,0,1,22,1,0,0,1,0.710,7.576,21.307,230.824
11,1105,0,1,37,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,0,24,0,0,0,1,0.710,7.576,21.307,230.824
11,1105,0,1,38,1,1,0,1,0.710,7.576,21.307,230.824
11,1105,0,1,26,1,1,0,1,0.710,7.576,21.307,230.824
11,1105,0,1,33,1,0,0,1,0.710,7.576,21.307,230.824
11,1105,0,1,19,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,40,0,0,1,0,0.710,7.576,21.307,230.824
11,1105,0,1,36,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,36,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,38,0,0,1,0,0.710,7.576,21.307,230.824
11,1105,0,1,20,0,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,35,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,38,1,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,32,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,29,0,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,34,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,25,0,0,0,1,0.710,7.576,21.307,230.824
11,1105,0,0,39,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,39,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,1,1,41,0,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,36,0,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,30,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,24,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,24,1,0,0,1,0.710,7.576,21.307,230.824
11,1105,0,1,32,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,39,0,0,1,0,0.710,7.576,21.307,230.824
11,1105,0,1,26,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,32,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,37,0,0,1,0,0.710,7.576,21.307,230.824
11,1105,0,1,29,1,0,1,0,0.710,7.576,21.307,230.824
11,1105,0,1,34,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,37,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,18,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,38,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,31,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,0,33,0,0,1,0,0.710,7.576,21.307,230.824
11,1105,0,0,43,1,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,0,20,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,20,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,39,1,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,27,0,0,1,1,0.710,7.576,21.307,230.824
11,1105,0,1,26,0,1,0,0,0.710,7.576,21.307,230.824
11,1105,1,1,37,0,1,1,1,0.710,7.576,21.307,230.824
11,1105,0,0,22,1,0,0,1,0.710,7.576,21.307,230.824
11,1106,0,1,31,1,0,0,0,0.928,8.813,38.501,287.132
11,1106,1,1,29,0,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,25,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,1,1,32,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,0,36,1,1,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,29,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,30,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,30,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,34,1,1,1,1,0.928,8.813,38.501,287.132
11,1106,1,0,28,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,0,25,1,1,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,38,0,1,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,33,0,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,31,1,1,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,38,0,1,1,1,0.928,8.813,38.501,287.132
11,1106,1,1,21,0,1,1,1,0.928,8.813,38.501,287.132
11,1106,0,0,32,1,1,1,1,0.928,8.813,38.501,287.132
11,1106,1,1,30,1,1,1,0,0.928,8.813,38.501,287.132
11,1106,0,1,36,0,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,20,0,1,1,1,0.928,8.813,38.501,287.132
11,1106,1,1,29,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,30,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,29,0,0,0,1,0.928,8.813,38.501,287.132
11,1106,0,1,23,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,0,37,0,1,1,1,0.928,8.813,38.501,287.132
11,1106,0,0,34,1,1,1,1,0.928,8.813,38.501,287.132
11,1106,1,1,29,0,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,21,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,1,1,33,0,1,1,1,0.928,8.813,38.501,287.132
11,1106,1,1,32,0,0,1,1,0.928,8.813,38.501,287.132
11,1106,1,0,21,0,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,0,34,0,1,1,1,0.928,8.813,38.501,287.132
11,1106,1,1,26,1,0,1,1,0.928,8.813,38.501,287.132
11,1106,1,1,39,0,0,1,1,0.928,8.813,38.501,287.132
11,1106,0,1,21,1,1,0,1,0.928,8.813,38.501,287.132
11,1106,0,1,33,0,1,0,1,0.928,8.813,38.501,287.132
11,1106,0,0,26,0,1,0,1,0.928,8.813,38.501,287.132
11,1106,0,0,26,1,1,1,1,0.928,8.813,38.501,287.132
11,1106,1,1,40,1,1,1,1,0.928,8.813,38.501,287.132
11,1107,0,1,24,1,1,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,31,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,35,0,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,30,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,0,30,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,0,41,0,1,1,1,2.013,7.044,35.725,214.350
11,1107,0,0,27,0,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,0,33,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,1,1,27,1,1,1,1,2.013,7.044,35.725,214.350
11,1107,0,0,41,1,1,1,1,2.013,7.044,35.725,214.350
11,1107,1,0,37,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,1,0,36,1,1,1,1,2.013,7.044,35.725,214.350
11,1107,0,0,36,1,1,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,24,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,34,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,34,1,0,1,0,2.013,7.044,35.725,214.350
11,1107,1,1,27,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,33,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,1,1,33,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,22,0,0,1,1,2.013,7.044,35.725,214.350
11,1107,1,1,25,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,27,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,20,0,0,1,1,2.013,7.044,35.725,214.350
11,1107,1,1,36,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,31,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,28,1,1,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,32,0,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,36,0,0,0,1,2.013,7.044,35.725,214.350
11,1107,0,1,29,0,1,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,37,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,31,0,0,1,1,2.013,7.044,35.725,214.350
11,1107,1,1,34,0,1,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,24,0,0,0,1,2.013,7.044,35.725,214.350
11,1107,1,1,35,1,0,1,0,2.013,7.044,35.725,214.350
11,1107,0,1,43,0,0,1,1,2.013,7.044,35.725,214.350
11,1107,1,1,21,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,24,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,29,1,0,1,1,2.013,7.044,35.725,214.350
11,1107,0,1,34,1,1,1,1,2.013,7.044,35.725,214.350
11,1108,0,1,39,1,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,27,0,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,30,0,1,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,30,0,1,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,34,1,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,27,0,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,0,28,1,1,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,36,1,1,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,29,0,1,1,0,0.493,10.110,30.823,87.538
11,1108,0,1,39,1,0,1,0,0.493,10.110,30.823,87.538
11,1108,0,1,35,0,0,1,0,0.493,10.110,30.823,87.538
11,1108,0,0,26,1,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,23,0,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,0,38,0,1,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,35,1,1,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,37,1,1,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,23,1,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,33,1,0,1,1,0.493,10.110,30.823,87.538
11,1108,1,1,37,0,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,24,1,0,1,1,0.493,10.110,30.823,87.538
11,1108,1,1,39,1,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,30,1,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,1,32,1,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,0,36,0,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,0,31,1,0,1,1,0.493,10.110,30.823,87.538
11,1108,0,0,18,0,0,0,1,0.493,10.110,30.823,87.538
11,1108,0,1,23,0,1,1,0,0.493,10.110,30.823,87.538
11,1108,1,1,38,1,0,1,0,0.493,10.110,30.823,87.538
11,1108,0,1,30,1,0,1,0,0.493,10.110,30.823,87.538
11,1108,0,1,29,1,1,1,1,0.493,10.110,30.823,87.538
11,1109,0,1,23,1,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,0,27,1,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,31,1,1,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,20,1,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,0,29,0,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,0,34,0,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,28,0,1,1,1,1.149,7.122,33.082,383.661
11,1109,0,0,30,1,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,35,1,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,26,1,1,1,1,1.149,7.122,33.082,383.661
11,1109,0,0,24,1,1,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,23,1,1,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,23,0,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,28,1,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,29,0,1,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,43,0,1,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,40,0,0,1,1,1.149,7.122,33.082,383.661
11,1109,1,1,29,1,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,32,0,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,33,1,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,30,1,0,0,1,1.149,7.122,33.082,383.661
11,1109,0,1,44,0,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,34,1,1,0,1,1.149,7.122,33.082,383.661
11,1109,0,1,37,1,1,1,0,1.149,7.122,33.082,383.661
11,1109,0,1,27,1,1,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,35,1,1,1,1,1.149,7.122,33.082,383.661
11,1109,0,0,40,1,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,36,1,1,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,30,1,0,1,1,1.149,7.122,33.082,383.661
11,1109,0,1,40,0,0,1,1,1.149,7.122,33.082,383.661
11,1110,0,1,38,1,1,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,21,0,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,35,0,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,0,28,1,1,1,1,1.375,5.270,32.079,299.940
11,1110,0,0,34,1,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,42,0,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,33,1,1,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,29,1,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,25,0,1,1,0,1.375,5.270,32.079,299.940
11,1110,1,0,34,1,1,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,31,1,1,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,41,1,1,0,1,1.375,5.270,32.079,299.940
11,1110,0,1,37,0,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,0,37,1,1,1,1,1.375,5.270,32.079,299.940
11,1110,0,0,26,1,0,1,1,1.375,5.270,32.079,299.940
11,1110,1,1,21,1,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,39,1,0,1,0,1.375,5.270,32.079,299.940
11,1110,0,1,42,0,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,0,42,0,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,24,0,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,20,0,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,24,0,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,36,1,1,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,26,1,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,26,1,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,37,1,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,30,1,1,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,39,1,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,27,1,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,0,37,0,1,1,0,1.375,5.270,32.079,299.940
11,1110,0,0,37,0,1,1,0,1.375,5.270,32.079,299.940
11,1110,0,1,30,1,1,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,30,1,1,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,37,0,0,1,0,1.375,5.270,32.079,299.940
11,1110,0,1,30,0,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,0,33,1,1,1,0,1.375,5.270,32.079,299.940
11,1110,0,1,32,1,1,1,0,1.375,5.270,32.079,299.940
11,1110,1,1,29,1,0,1,1,1.375,5.270,32.079,299.940
11,1110,0,1,19,0,0,0,1,1.375,5.270,32.079,299.940
11,1110,1,1,20,1,0,1,1,1.375,5.270,32.079,299.940
11,1111,0,1,26,0,0,1,1,0.332,6.304,22.230,253.654
11,1111,0,1,28,0,0,1,0,0.332,6.304,22.230,253.654
11,1111,0,1,28,1,1,1,1,0.332,6.304,22.230,253.654
11,1111,0,1,34,0,0,1,1,0.332,6.304,22.230,253.654
11,1111,0,1,32,1,1,1,1,0.332,6.304,22.230,253.654
11,1111,0,1,22,0,0,1,1,0.332,6.304,22.230,253.654
11,1111,0,0,39,1,0,1,1,0.332,6.304,22.230,253.654
11,1111,0,0,35,1,0,1,1,0.332,6.304,22.230,253.654
11,1111,0,1,39,0,1,1,1,0.332,6.304,22.230,253.654
11,1111,0,1,43,0,1,1,1,0.332,6.304,22.230,253.654
11,1111,0,1,29,1,0,1,1,0.332,6.304,22.230,253.654
